"datetime","shortId","shortGroup","description","type","kind","isRefund","isRefunded","shortRefundId","displayAmount","amount","netAmount","balance","currency","accountSlug","accountName","oppositeAccountSlug","oppositeAccountName","paymentMethodService","paymentMethodType","expenseType","expenseTags","payoutMethodType","merchantId","orderMemo","orderProcessedDate"
"2025-01-09T19:56:15","a7da9428","3d3ae6e1","Platform Tip Debt owed to OFi Technologies","CREDIT","PLATFORM_TIP_DEBT","","","","$100.00 USD",100,100,100,"USD","chainxpurse","TeachMastermindPat (AfricaCryptoChainx)","ofitech","OFi Technologies LLC (OFi Technologies)",,,,"",,,,"2025-01-09"
